Question,Option A,Option B,Option C,Option D,Correct Answer,Points
Chalk drawings or deep red coloured drawings made by ancient men in Uttar Pradesh are found in large quantities in which of the following places?,Lucknow,Varanasi,Mirzapur,Kanpur,c,1
Which city is known as 'City of Nawabs'?,Prayagraj,Lucknow,Varanasi,Ayodhya,b,1
Which city is also known as 'Gorakhdham Nagar'?,Ayodhya,Kanpur,Gorakhpur,Varanasi,c,1
Which city is known as 'Vishwanath city'?,Ayodhya,Varanasi,Lucknow,Kanpur,b,1
Kanpur is known as the 'Manchester of' which part of India?,South India,East India,North India,West India,c,1
Which city is known as the 'Carpet industry town'?,Moradabad,Bhadohi,Aligarh,Bareilly,b,1
Which city is known as 'Sonanchal'?,Mirzapur,Sonbhadra,Chandauli,Lalitpur,b,1
Moradabad is best known as the:,Lock city,Brass city,Leather city,Perfume city,b,1
Which city is known as 'Surma city'?,Aligarh,Bareilly,Kanpur,Mathura,b,1
Aligarh is famous as the:,Perfume city,Lock city,Brass city,Leather city,b,1
Firozabad is primarily known for its:,Leather industry,Bangle industry,Perfume industry,Lock industry,b,1
Rampur is best known as the:,City of Gardens,City of Knives,City of Lights,City of Locks,b,1
Which city is referred to as 'Kashi's sister'?,Ghazipur,Kannauj,Meerut,Ghaziabad,a,1
Kannauj is known as the 'Perfume city' or the:,City of Locks,City of Fragrances,City of Lights,City of Knives,b,1
Which city is known as 'Scissors Town'?,Ghaziabad,Meerut,Kanpur,Lucknow,b,1
Ghaziabad is also known as:,Big Delhi,Little Delhi,New Delhi,Old Delhi,b,1
Which of the following cities is also known as 'Buddha Nagari'?,Lucknow,Prayagraj,Noida,Varanasi,c,1
Chandauli is known as the:,Rice bowl,Sugar bowl,Wheat bowl,Lentil bowl,a,1
Pratapgarh is known as the:,Mango city,Amla city,Banana city,Guava city,b,1
Which city is known as 'Naimisharanya city'?,Sitapur,Mathura,Ayodhya,Baliya,a,1
Baliya is also known as the:,Rebel district,Festival city,City of Nawabs,City of Gardens,a,1
Mahoba is known as the:,City of Mangoes,Festival city,City of Nawabs,City of Gardens,b,1
Lalitpur is known as the:,Awadh,Devgarh town,Shiraz-e-Hind,Ram Janmabhoomi,b,1
"Match the following cities in Uttar Pradesh with their respective nicknames:

City
I. Kanpur
II. Moradabad
III. Firozabad
IV. Bareilly

Nickname
A. Brass city
B. Leather city
C. Bamboo city
D. Suhagnagari

","I-A, II-B, III-C, IV-D","I-B, II-A, III-D, IV-C","I-C, II-D, III-A, IV-B","I-D, II-C, III-B, IV-A",b,1
"Arrange the following cities of Uttar Pradesh in terms of their nicknames related to industry, from most general to most specific:

I. Industry City
II. Leather City
III. Carpet industry town","I, II, III","III, II, I","II, I, III","I, III, II",a,1
Which of the following cities is known as 'Shiraz-e-Hind'?,Lucknow,Jaunpur,Kanpur,Agra,b,1
Identify the WRONG statement regarding nicknames of Uttar Pradesh cities:,Sonbhadra is known as Sonanchal.,Moradabad is known as Brass city.,Aligarh is known as Perfume city.,Mathura is known as Krishna city.,c,1
Which of the following cities is known as 'Sangam city'?,Lucknow,Prayagraj,Varanasi,Ayodhya,b,1
Varanasi is also known as:,City of Mangoes,City of Ghats,Leather City,Lock City,b,1
Ayodhya is known as:,Leather city,Brass city,Ram Janmabhoomi,Perfume city,c,1
Sonbhadra is known as:,Brass city,Sonanchal,Lock city,Perfume city,b,1
Aligarh is famous for its:,Bangles,Locks,Perfumes,Knives,b,1
Mathura is known as:,City of knives,Krishna city,City of Bangles,City of Perfumes,b,1
Firozabad is famous for:,Locks,Knives,Bangles,Perfumes,c,1
Rampur is known as the city of:,Locks,Bangles,Perfumes,Knives,d,1
Ghazipur is also known as:,City of Nawabs,Kashi's sister,City of Ghats,City of Temples,b,1
Which city is known as 'Perfume city'?,Kanpur,Kannauj,Lucknow,Varanasi,b,1
Meerut is famous as:,Lock City,Scissors Town,Leather City,Brass City,b,1
Noida and Greater Noida are situated in which district?,Ghaziabad,Gautam Buddha Nagar,Meerut,Kanpur,b,1
Sitapur is known as:,Rebel district,Naimisharanya city,Festival city,Devgarh town,b,1
Ballia is known as:,Rebel district,Naimisharanya city,Festival city,Devgarh town,a,1
Which city is known as 'Sangam city' in Uttar Pradesh?,Lucknow,Varanasi,Prayagraj,Ayodhya,c,1
Which city is known as 'Lock city'?,Kanpur,Bareilly,Aligarh,Moradabad,c,1
Which city is known as 'Suhagnagari'?,Mathura,Firozabad,Agra,Lucknow,b,1
Which city is also known as 'Little Delhi'?,Noida,Ghaziabad,Greater Noida,Lucknow,b,1
Which district is known as the 'Rice bowl'?,Pratapgarh,Chandauli,Jaunpur,Sitapur,b,1
"Match the following cities with their nicknames:

Column I (City)
(A) Prayagraj
(B) Lucknow
(C) Kanpur
(D) Varanasi

Column II (Nickname)
(1) Vishwanath city
(2) Leather city
(3) City of Nawabs
(4) Sangam city

","A-4, B-3, C-2, D-1","A-3, B-4, C-1, D-2","A-1, B-2, C-3, D-4","A-2, B-1, C-4, D-3",a,1
The city of Sahet-Mahet is located in which district?,Lakhimpur Kheri,Sant Kabir Nagar,Sravasti,Azamgarh,c,1
Kaifi Azmi Nagar is the new name for which of the following districts?,Sant Kabir Nagar,Azamgarh,Lakhimpur Kheri,Bahraich,b,1
The maximum number of fairs in Uttar Pradesh are held in which district?,Prayagraj,Saharanpur,Mathura,Agra,c,1
What is the Ardha Kumbh now called?,Maha Kumbh,Sangam,Aquarius,Prayagraj,c,1
The Ayurveda Festival is celebrated in which of the following cities?,Agra,Jhansi,Varanasi,Ayodhya,b,1
Which of the following festivals symbolizes Hindu-Muslim unity?,Ram Barat,Ganga Mahotsav,Sulhkul Mahotsav,Ramayana Fair,c,1
"Match the following fairs with their locations:

Column I
(Fair)
(A) Ram Barat
(B) Shakambhari Fair
(C) Janmashtami Fair
(D) Nauchandi Fair

Column II
(Location)
(1) Mathura
(2) Agra and Mathura
(3) Saharanpur
(4) Meerut

","A-1, B-2, C-3, D-4","A-2, B-3, C-1, D-4","A-4, B-3, C-2, D-1","A-3, B-2, C-4, D-1",b,1
"What is the modern name for Azamgarh, as per the text?",Lakshmipur,Kaifi Azmi Nagar,Khalilabad,Sahet - Mahet city,b,1
Where is the Ramayana fair primarily held?,Agra and Mathura,Jhansi,Prayagraj and Kashi,Chitrakoot and Ayodhya,d,1
Which festival is celebrated in Agra and is a symbol of Hindu Muslim unity?,Ram Barat festival,Syed Salar's Dargah fair,Sulhkul Mahotsav,Devasharif fair,c,1
"Match the following fairs with their locations:

Column I
(A) Shakambhari fair
(B) Nakkataya fair

Column II
(1) Varanasi
(2) Saharanpur

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b,1
Khalilabad is located in which of the following districts?,Azamgarh,Lakhimpur Kheri,Sant Kabir Nagar,Sravasti,c,1
Where is Kumbh Mela held?,On the banks of Ganga in Kashi,On the banks of Yamuna in Mathura,On the banks of Sangam in Prayagraj,In Chitrakoot,c,1
Where is the Ram Barat festival celebrated?,Lucknow and Kanpur,Agra and Mathura,Prayagraj and Varanasi,Chitrakoot and Ayodhya,b,1
Which of the following fairs is held in Saharanpur during Navratri?,Nauchandi fair,Shakambhari fair,Devasharif fair,Dadri cattle fair,b,1
Which fair is a symbol of Hindu-Muslim unity and is held in Meerut?,Sulhkul Mahotsav,Devasharif fair,Nauchandi fair,Syed Salar's Dargah fair,c,1
"Match the following fairs with their locations:

Column I
(A) Syed Salar's Dargah fair
(B) Sulhkul Mahotsav

Column II
(1) Agra
(2) Bahraich","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b,1
Which district has the least number of fairs?,Mathura,Pilibhit,Agra,Varanasi,b,1
Where is the Nakkataya fair held?,Mathura,Varanasi,Agra,Prayagraj,b,1
The Lathmar Holi fair is held in which of the following locations?,Kanpur,Farrukhabad,Barsana (Mathura),Sitapur,c,1
In which district of Uttar Pradesh is the Ramnagariya fair held?,Kanpur,Sitapur,Farrukhabad,Balrampur,c,1
The Naimisharanya fair is organized in which of the following districts?,Kanpur,Sitapur,Farrukhabad,Balrampur,b,1
The Taj Mahotsav is celebrated in which city?,Lucknow,Agra,Varanasi,Prayagraj,b,1
The Kabir Mahotsav is celebrated in which of the following locations?,Lucknow,Maghar (Saint Kabir Nagar),Ayodhya,Prayagraj,b,1
In which of the following districts is the Gola Gokarnanath fair held?,Shahjahanpur,Lakhimpur Kheri,Banda,Muzaffarnagar,b,1
The Bateshwar fair is held in which of the following cities?,Agra,Mathura,Ayodhya,Varanasi,a,1
The Balsundari fair is held in:,Ambedkar Nagar,Anupshahr (Bulandshahr),Jhansi,Banda,b,1
In which month is the Kajli Festival celebrated in Mahoba?,Phalgun,Sawan,Kartik,Chaitra,b,1
Kampil Mela is related to which religion?,Hinduism,Buddhism,Jainism,Sikhism,c,1
In which region is the Jalvihar fair generally held?,Awadh,Bundelkhand,Purvanchal,Rohilkhand,b,1
The Baldev Chhath Mela is organised in which of the following cities?,Varanasi,Prayagraj,Mathura,Ayodhya,c,1
The 'Mudia Purnima' fair is organised at which place?,Vrindavan,Barsana,Govardhan,Gokul,c,1
Which deity is worshipped during Chhath Puja?,Indra,Agni,Varuna,Ravi (Sun),d,1
The Shukratal fair is organised in which district?,Meerut,Muzaffarnagar,Saharanpur,Bijnor,b,1
The foundation stone of Maharaj Suheldev Memorial was laid in which district of Uttar Pradesh?,Shravasti,Bahraich,Gonda,Balrampur,b,1
Where is the Kokila Van Temple located in Uttar Pradesh?,Varanasi,Prayagraj,Mathura,Ayodhya,c,1
The Devipatan fair takes place in which of the following districts?,Sitapur,Balrampur,Farrukhabad,Kanpur,b,1
The Kampil Buddhist Festival is celebrated in which district?,Sitapur,Balrampur,Farrukhabad,Kanpur,c,1
Where is the Dhaighat Mela held?,Shahjahanpur,Lakhimpur Kheri,Agra,Ambedkar Nagar,a,1
Where is the Bateshwar fair held?,Agra,Mathura,Ayodhya,Prayagraj,a,1
The Govind Saheb fair is held in which district?,Anupshahr (Bulandshahr),Mathura,Ambedkar Nagar,Prayagraj,c,1
The swing fair is primarily held in which of the following locations?,Prayagraj and Varanasi,Jhansi,Mathura and Ayodhya,Lucknow,c,1
Where is the Triveni Festival celebrated?,Varanasi,Prayagraj,Jhansi,Lucknow,b,1
In which cities is the Water Sports Festival celebrated?,Lucknow and Kanpur,Agra and Mathura,Prayagraj and Varanasi,Jhansi and Banda,c,1
Where is the Baldev Chhath Mela organized?,Varanasi,Prayagraj,Mathura,Lucknow,c,1
The Shukratal fair is organised in which of the following districts?,Saharanpur,Muzaffarnagar,Meerut,Bijnor,b,1
Which festival is celebrated in honour of the Sun and is associated with the cure of diseases like leprosy?,Diwali,Holi,Chhath festival,Makar Sankranti,c,1
Identify the district where both the Ramnagariya and Shringirampur fairs are held.,Sitapur,Kanpur,Farrukhabad,Balrampur,c,1
Which of the following fairs is NOT celebrated in Farrukhabad?,Ramnagariya fair,Shringirampur fair,Kampil Buddhist Festival,Bateshwar fair,d,1
In which district of Uttar Pradesh is the Dhaighat Mela held?,Lakhimpur Kheri,Shahjahanpur,Ambedkar Nagar,Banda,b,1
"Match the following fairs with their respective locations:

Column I
(A) Gola Gokarnanath fair
(B) Bateshwar fair
(C) Govind Saheb fair
(D) Balsundari fair

Column II
(1) Agra
(2) Anupshahr (Bulandshahr)
(3) Lakhimpur Kheri
(4) Ambedkar Nagar

Choose the correct sequence:","A-3, B-1, C-4, D-2","A-1, B-2, C-3, D-4","A-4, B-3, C-2, D-1","A-2, B-4, C-1, D-3",a,1
Which of the following pairs of cities are associated with the celebration of the swing fair?,Lucknow and Kanpur,Agra and Mathura,Mathura and Ayodhya,Prayagraj and Varanasi,c,1
The Kalinjar fair is held in which district?,Mahoba,Banda,Jhansi,Chitrakoot,b,1
The Kampil Mela is associated with which religion?,Hinduism,Buddhism,Jainism,Sikhism,c,1
Which of the following fairs is held in Bundelkhand?,Jalvihar fair,Baldev Chhath Mela,Shukratal fair,Mudia Purnima fair,a,1
Where is the Makanpur fair typically held?,Farrukhabad,Kanpur,Sitapur,Balrampur,b,1
In which of the following districts is the Ramnagariya fair held?,Kanpur,Mathura,Sitapur,Farrukhabad,d,1
Where is the Devipatan fair held?,Sitapur,Farrukhabad,Balrampur,Kanpur,c,1
In which state is the Safai Festival celebrated?,Madhya Pradesh,Bihar,Uttar Pradesh,Rajasthan,c,1
Baldev Chhath Mela is organized in which city?,Varanasi,Prayagraj,Mathura,Ayodhya,c,1
"Who constructed the Shiva temple in Lalitpur, Uttar Pradesh?",Shri Ram Srivastava,Kavikaka Hathrasi,Devi Singh Bundela,Kabir,c,1
Which film in Braj language was created by Kavikaka Hathrasi?,Dum Pakht,On the banks of Yamuna,Kapilya Mela,Yoga Festival,b,1
Which festival is organized by the Tourism Department in Prayagraj from February 2nd to 7th annually?,Kapilya Mela,Chaiti and Kajri Mahotsav,Dastarkhan Festival,Yoga Festival,d,1
"Apart from Hindi, which are the most widely spoken languages in Uttar Pradesh?",Braj and Awadhi,Sanskrit and Pali,Urdu,Bhojpuri,c,1
In which district of Uttar Pradesh is the Kashi Vishwanath Temple situated?,Lalitpur,Prayagraj,Maghar,Varanasi,d,1
Shri Ram Srivastava is renowned as a player of which musical instrument?,Sitar,Tabla,Flute,Violin,d,1
The North Central Zone Cultural Centre organizes Chaiti and Kajri centres in which city?,Lalitpur,Prayagraj,Varanasi,Maghar,c,1
Which of the following is considered a holy pilgrimage site for Kabir followers?,Varanasi,Prayagraj,Lalitpur,Maghar,d,1
'Dum Pakht' is a popular cooking process associated with which aspect of Uttar Pradesh?,Making handicrafts,Recipes for cooking dishes,Weaving textiles,Traditional dance forms,b,1
What is the formal tradition of garnishing food items at mealtime called?,Kapilya Mela,Dum Pakht,Dastarkhan,Yoga Festival,c,1
In which year was the Geology and Mineral Works Directorate established?,1964,1988,1955,1974,c,1
In which year was the first mineral policy of Uttar Pradesh announced?,1974,1985,1990,1998,d,1
What status was conferred upon mineral development under the first mineral policy of Uttar Pradesh?,Agricultural status,Industry status,Service sector status,Public utility status,b,1
How many districts in Uttar Pradesh have been designated as mineral-rich areas?,8 districts,10 districts,12 districts,15 districts,c,1
What is the rank of Uttar Pradesh in India concerning mineral wealth?,5th place,8th place,10th place,12th place,c,1
Uranium is found in which district of Uttar Pradesh?,Varanasi,Prayagraj,Lalitpur,Maghar,c,1
"Which of the following languages, other than Hindi, is most widely spoken in Uttar Pradesh?",Braj,Awadhi,Urdu,Bhojpuri,c,1
What is the position of Uttar Pradesh in India in terms of mineral wealth?,5th place,1st place,10th place,3rd place,c,1
'Dum Pakht' is a popular process related to which of the following in Uttar Pradesh?,Weaving,Cooking dishes,Pottery,Farming,b,1
In which language was the film 'On the banks of Yamuna' made by Kavikaka Hathrasi?,Hindi,Urdu,Braj,Awadhi,c,1
The Yoga Festival is organized by the Tourism Department in Prayagraj from which dates every year?,2nd to 7th January,9th to 14th February,2nd to 7th February,15th to 20th December,c,1
Which city is the organizing center for the Chaiti and Kajri festivals by the North Central Zone Cultural Centre?,Prayagraj,Lucknow,Kanpur,Varanasi,d,1
In which of the following districts of Uttar Pradesh is diamond primarily found?,Lalitpur and Sonbhadra,Banda and Mirzapur,Jhansi and Hamirpur,Prayagraj and Aligarh,b,1
Which district is NOT mentioned as a location where bauxite is found in Uttar Pradesh?,Sonbhadra,Banda,Lalitpur,Prayagraj,d,1
"In Uttar Pradesh, copper is found in which area of Lalitpur?",Kajrahat area,Rohtas area,Sonrai area,Singrauli area,c,1
Gold is found in the sands of which rivers in Uttar Pradesh?,Ganga and Yamuna,Sharda and Ramganga,Ghaghra and Gomti,Betwa and Ken,b,1
Which of the following is NOT a main location where glass sand is found in Uttar Pradesh?,Prayagraj,Banda,Aligarh,Hamirpur,d,1
Limestone is found in Mirzapur in which of the following areas?,"Badhi, Kajrahat","Rohtas, Kanach, Guruma","Shankargarh, Lohagarh","Bhikhampur, Hardi",b,1
In which of the following areas is dolomite found in Sonbhadra?,Rohtas,Kanach,Badhi,Guruma,c,1
From which area of Sonbhadra is coal obtained?,Kajrahat,Rohtas,Singrauli,Bargarh,c,1
Rock phosphate is found in which of the following districts of Uttar Pradesh?,Mirzapur and Sonbhadra,Jhansi and Hamirpur,Lalitpur and Banda,Prayagraj and Chitrakoot,c,1
Which of the following districts is NOT listed as a receiving point of diaspores?,Jhansi,Lalitpur,Hamirpur,Chitrakoot,d,1
Pyrophyllite is found in which of the following districts?,Mirzapur and Sonbhadra,Lalitpur and Chitrakoot,"Jhansi, Lalitpur, Hamirpur","Prayagraj, Banda, Aligarh",c,1
Which of the following districts is NOT mentioned as being famous for granite?,Banda,Hamirpur,Lalitpur,Aligarh,d,1
Which of the following districts is a main place of occurrence for dolomite in Uttar Pradesh?,Lalitpur,Jhansi,Sonbhadra,Hamirpur,c,1
"Match the following districts with the minerals found there:

Column I (District)         Column II (Mineral)
A. Lalitpur                1. Diamond
B. Sonbhadra                2. Gypsum
C. Banda                    3. Iron Ore
D. Jhansi                   4. Coal

","A-3, B-4, C-1, D-2","A-4, B-3, C-2, D-1","A-1, B-2, C-3, D-4","A-3, B-4, C-1, D-2",a,1
Which districts of Uttar Pradesh are known for the occurrence of iron ore?,Sonbhadra and Banda,Mirzapur and Sonbhadra,Lalitpur and Mirzapur,Jhansi and Lalitpur,c,1
Which of the following rivers are associated with the finding of gold in Uttar Pradesh?,Ganga and Yamuna,Sharda and Ramganga,Gomti and Ghaghra,Betwa and Ken,b,1
Identify the district among the following where glass sand is NOT primarily found?,Prayagraj,Aligarh,Chitrakoot,Sonbhadra,d,1
Limestone is found in which areas of Uttar Pradesh?,Jhansi and Hamirpur,Lalitpur and Banda,Mirzapur and Sonbhadra,Banda and Chitrakoot,c,1
"Match the following minerals with the districts in Uttar Pradesh where they are found:

Column I (Mineral) 
(A) Gypsum 
(B) Asbestos 
(C) Andolusite
(D) China Clay

Column II (District)
(1) Sonbhadra
(2) Jhansi
(3) Mirzapur
(4) Hamirpur

","A-4, B-2, C-3, D-1","A-2, B-3, C-1, D-4","A-4, B-3, C-1, D-2","A-3, B-2, C-4, D-1",a,1
Which of the following districts is NOT a major location for glass sand in Uttar Pradesh?,Prayagraj,Banda,Aligarh,Sonbhadra,d,1
Which of the following areas is known for coal deposits in Uttar Pradesh?,Rohtas area of Mirzapur,Badhi area of Sonbhadra,Singrauli area of Sonbhadra,Bargarh area of Banda,c,1
"Which mineral is NOT found in Uttar Pradesh, according to the provided text?",Dolomite,Asbestos,Mica,Pyrophyllite,c,1
In which year was Hindalco (Hindustan Aluminium Corporation Ltd.) established?,1962,1955,1958,1960,c,1
With which country's collaboration was Hindalco established in Renukut (Sonbhadra)?,Germany,Soviet Russia,United Kingdom,USA,d,1
"Which of the following is NOT a primary use of aluminum, as mentioned in the text?",Manufacturing airplanes,Creating electrical wires,Producing utensils,Manufacturing glass,d,1
What are the types of iron ore found in Uttar Pradesh?,Limonite and Siderite,Hematite and Bauxite,Magnetite and Bauxite,Hematite and Magnetite,d,1
What is the main application of rock phosphate?,Manufacturing refractory materials,Cement production,Fertilizer industry and treatment of acidic soils,Extraction of placer gold,c,1
Where is the coal extracted from the Singrauli area of Sonbhadra primarily used?,Anola Thermal Power Station,Obara Thermal Power Station,Anpara Thermal Power Station,Renukut Aluminum Plant,b,1
Which material is andolucite used to manufacture?,Glass sand,Concrete,Refractory materials,Fertilizers,c,1
Which city is known as the 'City of Diamonds' due to the Kalinjar region?,Mirzapur,Sonbhadra,Banda,Deoria,c,1
What is 'placer gold'?,Gold found in limestone deposits,Gold used in thermal power stations,Gold found in river sand,Gold used to make refractory materials,c,1
What is the mixture of lime and clay called?,Marble,Hematite,Concrete,Andolucite,c,1
What type of rock is marble classified as?,Sedimentary rock,Igneous rock,Metamorphic rock,Placer rock,c,1
What is the rank of Uttar Pradesh in the production of glass sand?,First place,Third place,Second place,Fourth place,c,1
For which of its undertakings is Mirzapur famous in the Vindhya region?,Aluminum production,Cement production,Glass sand production,Gold mining,b,1
With whose assistance was the Obra Thermal Power Station established?,USA,United Kingdom,Soviet Russia,Germany,c,1
Where is the Anola Thermal Power Station located?,Pratappur,Renukut,"Anpara, in Sonbhadra district",Obra,c,1
Approximately what percentage of Uttar Pradesh's population is engaged in agriculture?,45.70%,65.20%,59.30%,72.10%,c,1
Where and in which year was the first sugar mill of Uttar Pradesh established?,"Anpara, 1910","Pratappur (Deoria), 1903","Mirzapur, 1920","Banda, 1905",b,1
What is Uttar Pradesh's position in the country regarding jaggery production?,Second place,Third place,First place,Fourth place,c,1
Which of the following materials is bauxite primarily used for?,Cement production,Fertilizer industry,Making aluminum,Refractory materials,c,1
What are the primary applications of aluminum as mentioned in the text?,"Manufacturing plastics, utensils, and bridges","Making electrical wires, utensils, and airplanes","Producing steel, airplanes and automobiles","Creating ceramics, wires, and utensils",b,1
What is the main application of limestone?,Fertilizer production,Cement making,Manufacturing refractory materials,Production of electrical wires,b,1
For what undertaking is Mirzapur in the Vindhya region renowned?,Aluminum production,Coal extraction,Cement production,Sugar milling,c,1
With which country's support was the Obra Thermal Power Station established?,USA,Germany,Soviet Russia,United Kingdom,c,1
"Which of the following is NOT a primary use of aluminum, according to the text?",Making electrical wires,Manufacturing utensils,Construction of airplanes,Production of steel,d,1
What is the material made using Andalucite?,Concrete,Cement,Refractory materials,Glass sand,c,1
Which country assisted in establishing the Obra Thermal Power Station?,USA,Germany,Soviet Russia,France,c,1
Where is Anola Thermal Power Station situated?,Pratappur,Renukut,"Anpara, Sonbhadra",Obra,c,1
What is the material produced using andolucite?,Concrete,Fertilizers,Refractory materials,Cement,c,1
Which city is referred to as the 'City of Diamonds'?,Mirzapur,Sonbhadra,Renukut,Banda,d,1
For what is Mirzapur in the Vindhya region particularly known?,Aluminum production,Cement production,Glass sand,Gold mining,b,1
Anola Thermal Power Station is located in which district?,Mirzapur,Banda,Sonbhadra,Deoria,c,1
Which type of rock is marble?,Sedimentary rock,Igneous rock,Metamorphic rock,Granite,c,1
In which year was the Cooperative Sugar Mills Association established?,1971,1975,1963,1976,c,1
Where is the Uttar Pradesh Sugarcane Farmers Institute (Lal Bahadur Shastri Sugarcane Farmers Institute) located?,Shahjahanpur,Kanpur,Prayagraj,Lucknow,d,1
Which city is known as the 'Manchester of North India'?,Lucknow,Saharanpur,Kanpur,Prayagraj,c,1
Which of the following is the largest industry in Uttar Pradesh (second after agriculture in terms of employment)?,Cement industry,Leather industry,Handloom industry,Sugar industry,c,1
In which city was 'Lal Imli' established?,Lucknow,Prayagraj,Kanpur,Saharanpur,c,1
How many jute mills are established in Uttar Pradesh?,Two,Four,Three,Five,c,1
India's largest fertilizer manufacturer (IFFCO Urea Plant) is located in which district of Uttar Pradesh?,Kanpur,Muzaffarnagar,Prayagraj,Sonbhadra,c,1
Where is the aluminium plant (Hindalco) located in Uttar Pradesh?,Kanpur,Saharanpur,Renukut (Sonbhadra),Jagdishpur (Amethi),c,1
"Arrange the following events related to Uttar Pradesh in chronological order:
(I) Establishment of Cooperative Sugar Mills Association
(II) Establishment of Uttar Pradesh State Sugar Corporation Limited
(III) Establishment of Uttar Pradesh Sugarcane Farmers Institute
(IV) Formation of Uttar Pradesh Sugarcane Research Council","I, II, IV, III","II, I, III, IV","I, II, III, IV","IV, III, II, I",c,1
"Match the following locations with their associated industries in Uttar Pradesh:

Column I (Location)          Column II (Industry)
(A) Churk-Dalla              (1) Leather
(B) Kanpur                  (2) Aluminium
(C) Renukut                 (3) Cement

Choose the correct sequence:","A-3, B-2, C-1","A-1, B-3, C-2","A-3, B-1, C-2","A-2, B-1, C-3",c,1
Where was the Uttar Pradesh Sugarcane Research Council formed?,Lucknow,Kanpur,Shahjahanpur,Saharanpur,c,1
What is the position of Uttar Pradesh in the country in cotton textile production?,First place,Second place,Fourth place,Third place,d,1
Which city is referred to as 'Manchester of North India'?,Lucknow,Prayagraj,Kanpur,Muzaffarnagar,c,1
What type of silk is produced the most in Uttar Pradesh?,Moonga silk,Eri silk,Tussah silk,Mulberry silk,d,1
Which of the following is NOT a main center of the cement industry in Uttar Pradesh?,Churk - Dalla (Sonbhadra),Chunar - Kajrahat (Mirzapur),Jagdishpur (Amethi),Saharanpur,d,1
Which was the first successful paper factory in Uttar Pradesh?,Lal Imli,Hindalco,Star Paper Mill,Uttar Pradesh State Sugar Corporation Limited,c,1
"Match the following locations with their respective industries in Uttar Pradesh:

Column I
(A) Kanpur
(B) Sonbhadra

Column II
(1) Aluminium Plant (Hindalco)
(2) Leather Industry

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b,1
"In Uttar Pradesh, where was 'Lal Imli' established?",Lucknow,Kanpur,Saharanpur,Prayagraj,b,1
Which city is world famous for the manufacture of bangles?,Aligarh,Firozabad,Meerut,Bareilly,b,1
"In Uttar Pradesh, the matchstick industry is primarily concentrated in:",Aligarh,Meerut,Bareilly,Kanpur,c,1
The main center of the catechu industry in Uttar Pradesh is located in:,Aligarh,Meerut,Rampur,Bareilly,d,1
Aligarh is primarily known as the main center for which industry in Uttar Pradesh?,Scissors,Locks,Perfume,Sports goods,b,1
Which city in Uttar Pradesh is famous for its scissors industry?,Kanpur,Meerut,Agra,Gorakhpur,b,1
Rampur is well-known for which industry?,Lock,Pottery,Knife,Perfume,c,1
Canes and sticks are predominantly manufactured in:,Saharanpur,Kanpur,Bareilly,Aligarh,c,1
Meerut and Agra are famous for manufacturing which of the following?,Locks,Sports goods,Perfumes,Terracotta,b,1
Which places are renowned for excellent wood carving in Uttar Pradesh?,Kanpur and Agra,Saharanpur and Vangina,Bareilly and Pilibhit,Aligarh and Khurja,b,1
Gorakhpur is famous for which type of pottery?,Chinaware,Stoneware,Terracotta (earthen pottery),Porcelain,c,1
Which district is famous for the perfume industry?,Meerut,Kannauj,Aligarh,Rampur,b,1
Pilibhit is particularly famous for which industry?,Lock,Flute,Scissors,Knife,b,1
Which place in Uttar Pradesh is renowned for its antimony industry?,Kanpur,Bareilly,Agra,Firozabad,b,1
The Cooperative Sugarcane Committee Union Limited was established in which year?,1958,1960,1949,1966,c,1
Where is Uttar Pradesh Small Industries Corporation Limited located?,Lucknow,Allahabad,Kanpur,Varanasi,c,1
The lock industry in Uttar Pradesh is mainly centered in which of the following cities?,Meerut,Aligarh,Bareilly,Rampur,b,1
Which of the following cities is renowned as the primary center of the scissors industry in Uttar Pradesh?,Agra,Kanpur,Meerut,Lucknow,c,1
Which of the following cities is known for the production of canes and sticks?,Aligarh,Meerut,Bareilly,Kanpur,c,1
Which districts are known for manufacturing sports goods?,Kanpur and Lucknow,Agra and Allahabad,Meerut and Agra,Lucknow and Bareilly,c,1
Saharanpur is primarily recognized for which of the following industries?,Lock industry,Perfume industry,Wood carving,Sports goods manufacturing,c,1
Which district is famous for terracotta (earthen pottery)?,Khurja,Kannauj,Gorakhpur,Pilibhit,c,1
Which district in Uttar Pradesh is renowned for its perfume industry?,Pilibhit,Kannauj,Gorakhpur,Rampur,b,1
Pilibhit is well-known for which of the following industries?,Lock industry,Flute industry,Perfume industry,Scissors industry,b,1
"Arrange the following in chronological order of establishment: (I) Cooperative Sugarcane Committee Union Limited, (II) Uttar Pradesh Khadi Village Industries Commission, (III) Uttar Pradesh Export Corporation, (IV) NOIDA","I, II, III, IV","II, I, III, IV","III, II, I, IV","IV, III, II, I",a,1
Which of the following pairs of cities are famous for manufacturing sports goods?,Kanpur and Lucknow,Meerut and Agra,Aligarh and Moradabad,Vangina and Khurja,b,1
Saharanpur and Vangina are well-known for:,Terracotta,Pottery,Wood carving,Perfume,c,1
Khurja is best known as the main center for:,Perfume,Pottery,Flute,Antimony,b,1
The perfume industry in Uttar Pradesh is primarily located in which district?,Bareilly,Pilibhit,Kannauj,Aligarh,c,1
