Question,Option A,Option B,Option C,Option D,Correct Answer
"According to the text, where was Mahatma Gandhi on the day India gained independence?",In New Delhi,In London,In Calcutta,In Allahabad,c
The partition of India was announced on what date?,"August 15, 1947","February 20, 1947","June 3, 1947","July 18, 1947",c
India became a sovereign republic on which date?,"August 15, 1947","July 18, 1947","June 3, 1947","January 26, 1950",d
Which of the following freedom fighters is stated as NOT associated with the 'Quit India Movement'?,Aruna Asaf Ali,Sarojini Naidu,Shanti Ghosh, Sucheta Kriplani,c
On what date did the Indian Independence Bill receive royal assent?,"August 15, 1947","June 3, 1947","July 18, 1947","January 26, 1950",c
Who is credited with saying 'My ultimate aim will be to wipe the tears from every person's eyes'?,Mahatma Gandhi,Jawaharlal Nehru,Sardar Patel,Subhas Chandra Bose,b
"According to the text, who supported the proposal of partition in New Delhi in 1947?",Mahatma Gandhi,Jawaharlal Nehru,Abul Kalam Azad,J.B. Kripalani,c
The Mountbatten Plan became the basis of which event?,Quit India Movement,Partition of the country,Simon Commission,Non-Cooperation Movement,b
"According to the text, who did not attend the Independence Day celebrations in August 1947?",Jawaharlal Nehru,Sardar Patel,Mahatma Gandhi,Abul Kalam Azad,c
The Mountbatten Plan primarily concerned which of the following?,Formation of the Constituent Assembly,Transfer of sovereign power to Indians in 1947,Establishment of the Reserve Bank of India,Drafting of the Indian Penal Code,b
Who stated that 'The British Government is not responsible for the partition of India'?,Lord Mountbatten,Jawaharlal Nehru,Lord Attlee,Sardar Vallabhbhai Patel,c
The plan that served as the foundation for Indian independence was:,Wavell Plan,Cripps Mission,Mountbatten Plan,Simon Commission Report,c
Where was Mahatma Gandhi when Attlee announced the transfer of power?,London,Calcutta,New Delhi,Bombay,c
Which province of British India proposed a plan for a joint and independent existence at the time of partition?,Bengal Province,Punjab Province,Sindh Province,Bihar Province,b
Who played a decisive role in the integration of the princely states of India?,Mahatma Gandhi,Jawaharlal Nehru,Sardar Vallabhbhai Patel,Lord Mountbatten,c
India and Pakistan signed which treaty to resolve differences and disputes bilaterally?,Indus Waters Treaty,Lahore Declaration,Shimla Treaty,Delhi Pact,c
The Mountbatten Plan (June 1947) provided for a referendum in which province?,Sindh,Balochistan,NWFP (North-West Frontier Province),Punjab,b
What is the plan for the partition of India commonly known as?,Two-Nation Theory,August Offer,3 plan,Cabinet Mission Plan,c
"On 15 August 1947, Jawaharlal Nehru hoisted the Indian national flag atop the ______ of the Red Fort.",India Gate,Kashmiri Gate,Lahori Gate,Delhi Gate,c
Which princely state initially declared its accession to Pakistan in 1947 but was later forced to join India after a referendum?,Hyderabad,Kashmir,Junagadh,Travancore,c
"According to the Indian Independence Act, 1947, which of the following statements is most accurate?",It granted limited autonomy to India and Pakistan.,It established a joint governance structure between India and Pakistan.,"It partitioned the United Kingdom into two new dominions, India and Pakistan.","It partitioned the United Kingdom into two new and fully sovereign dominions, India and Pakistan with effect from 15 August 1947.",d
"The Radcliffe Line, defining the boundary between India and Pakistan, was published on which date?","August 14, 1947","August 15, 1947","August 16, 1947","August 17, 1947",d
The McMahon Line defines the boundary between which regions?,India and Pakistan,India and Nepal,Tibetan region of China and the North-East region of India,Pakistan and Afghanistan,c
The plan to transfer sovereign power to Indians in 1947 was known as:,Attlee Declaration,3 Plan,Mountbatten Plan,Radcliffe Award,c
Which province proposed a plan for a joint and independent existence at the time of the partition of India?,Balochistan,Punjab Province,Sindh,Bengal,b
"India and Pakistan signed the ________, agreeing to resolve differences bilaterally.",Lahore Declaration,Indus Water Treaty,Shimla Treaty,Delhi Pact,c
"On 15 August 1947, Jawaharlal Nehru hoisted the Indian flag atop which gate of the Red Fort?",India Gate,Kashmiri Gate,Lahori Gate,Delhi Gate,c
Which princely state initially acceded to Pakistan in 1947 but later joined India after a referendum?,Hyderabad,Kashmir,Junagadh,Travancore,c
"According to the Indian Independence Act, 1947, which of the following is correct?",It established India as a British dominion.,It partitioned the United Kingdom into India and Pakistan.,"It is an Act of the Parliament of the United Kingdom which, with effect from 15 August 1947, partitioned the United Kingdom into two new and fully sovereign dominions, India and Pakistan.",It granted complete autonomy to all princely states.,c
The McMahon Line is the boundary line between which regions?,India and Nepal,Pakistan and Afghanistan,Tibetan region of China and the North-East region of Shimla,India and Bhutan,c
Which plan formed the basis for Indian independence?,The Radcliffe Plan,The Attlee Plan,The 3 Plan,The Mountbatten Plan,d
Which treaty did India and Pakistan sign to resolve differences bilaterally?,Radcliffe Treaty,Lahore Declaration,Shimla Treaty,Delhi Pact,c
The plan for the partition of India is also known as:,The Attlee Plan,The Radcliffe Line,The 3 Plan,The Shimla Agreement,c
Which princely state initially declared its accession to Pakistan in 1947 but later joined India after a referendum?,Kashmir,Hyderabad,Junagadh,Travancore,c
"According to the Indian Independence Act, 1947, what was the effective date of the partition?","August 14, 1947","August 16, 1947","August 15, 1947","August 18, 1947",c
"The Radcliffe Line, the boundary line between India and Pakistan, was published on:","August 14, 1947","August 15, 1947","August 16, 1947","August 17, 1947",d
The McMahon Line is the boundary line between the Tibetan region of China and the North-East region of:,Lahore,Karachi,Shimla,Delhi,c
Which of the following statements is attributed to Lord Attlee?,India will be granted dominion status immediately.,The British Government is solely responsible for the partition of India.,The British Government is not responsible for the partition of India.,Pakistan will not be formed.,c
The plan that formed the basis for Indian independence was:,The Wavell Plan,The Cripps Mission,The Radcliffe Award,Mountbatten Plan,d
Where was Mahatma Gandhi when Attlee announced the transfer of power in the House of Commons?,London,Calcutta,New Delhi,Bombay,c
Which province of British India proposed a plan for joint and independent existence at the time of partition?,Bengal Province,Punjab Province,Sindh Province,Madras Province,b
India and Pakistan signed which treaty to resolve differences bilaterally?,Indus Waters Treaty,Lahore Declaration,Shimla Treaty,Delhi Pact,c
The plan for the partition of India is also known as the:,Simon Plan,2 plan,3 plan,Chelmsford Plan,c
The McMahon Line is the boundary between:,India and Nepal,China and Pakistan,The Tibetan region of China and the North-East region of Shimla,India and Bangladesh,c
"The Government of India Act, 1919 was based on which report?",Simon Report,Wellesley Report,Montagu-Chelmsford Report,Dalhousie Report,c
Sindh province was created from Bombay under which Act?,"Government of India Act, 1919","Regulating Act, 1773","Government of India Act, 1935","Charter Act, 1813",c
Which Act defined the powers of the East India Company's organs?,"Charter Act, 1853","Regulating Act, 1773","Government of India Act, 1935","Government of India Act, 1858",b
"The East India Company Act, 1813 is also known as:",Pitt's India Act,Regulating Act,Charter Act,Indian Councils Act,c
Jawaharlal Nehru referred to which Act as 'A New Charter of Slavery'?,"Government of India Act, 1858","Government of India Act, 1919","Government of India Act, 1935","Regulating Act, 1773",c
Which Act abolished the East India Company's rule and transferred power to the British Crown?,"Regulating Act, 1773","Charter Act, 1853","Government of India Act, 1858","Government of India Act, 1919",c
In which year was the municipal corporation established in Calcutta by a royal charter?,1757,1773,1857,1726,d
"Which Act empowered the British East India Company to hold Indian territories and revenues in trust for the Crown, without any specified period?","Government of India Act, 1919","Regulating Act, 1773","Charter Act, 1853","Government of India Act, 1858",c
Who was the first Indian to join the Viceroy's Executive Council?,Mahatma Gandhi,Jawaharlal Nehru,Satyendra Prasanna Sinha,Sardar Patel,c
In which year did the British Government approve separate electorates for Muslims?,1935,1919,1909,1858,c
Which Act led to the creation of Sindh province from Bombay?,"Regulating Act, 1773","Government of India Act, 1919","Government of India Act, 1935","Charter Act, 1853",c
Which Act defined the powers and responsibilities of the East India Company's organs?,"Government of India Act, 1858","Regulating Act, 1773","Charter Act, 1813","Government of India Act, 1935",b
Which Act abolished the East India Company's rule and transferred administration to the British Crown?,"Charter Act, 1853","Regulating Act, 1773","Government of India Act, 1858","Government of India Act, 1919",c
The Charter Act of 1853 empowered the British East India Company to hold Indian territories and revenues in trust for the Crown:,For a period of 20 years.,Until the next Charter Act.,Without any specified period.,For a period of 99 years.,c
Which Act led to the creation of the Sindh province from Bombay?,"Government of India Act, 1919","Regulating Act, 1773","Government of India Act, 1935",Charter Act of 1813,c
The Act passed by the British Parliament defining the powers and responsibilities of the East India Company was:,"Government of India Act, 1858","Regulating Act, 1773",Charter Act of 1853,"Government of India Act, 1935",b
Jawaharlal Nehru classified which Act as 'A New Charter of Slavery'?,"Government of India Act, 1919",Charter Act of 1853,"Government of India Act, 1858","Government of India Act, 1935",d
Which Act abolished the rule of the East India Company and provided for administration in the name of the British Queen?,"Regulating Act, 1773",Charter Act of 1813,"Government of India Act, 1858","Government of India Act, 1919",c
"Match the following Acts with the corresponding year:

Column I
(A) Regulating Act
(B) Government of India Act
(C) Charter Act
(D) Government of India Act

Column II
(1) 1935
(2) 1773
(3) 1858
(4) 1813

Choose the correct sequence:","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4","A-4, B-3, C-2, D-1","A-3, B-4, C-1, D-2",a
"The McMahon Line, which proposed a boundary for India, was suggested in which year?",1909,1935,1914,1858,c
"Which report formed the basis for the Government of India Act, 1919?",Simon Commission Report,Nehru Report,Montagu-Chelmsford Report,Wavell Plan,c
Why was the Simon Commission boycotted in India?,It recommended separate electorates for Muslims.,It proposed the partition of India.,It advocated for complete independence.,It did not include any Indian members.,d
Under which act was the Sindh province created from Bombay?,"Regulating Act, 1773","Government of India Act, 1919","Government of India Act, 1935","Charter Act, 1813",c
Which Act passed by the British Parliament defined the powers of the East India Company?,"Government of India Act, 1858","Charter Act, 1853","Government of India Act, 1935","Regulating Act, 1773",d
"The East India Company Act, 1813 is also known as the:",Pitt's India Act,Regulating Act,Charter Act,Indian Councils Act,c
Which act abolished the rule of the East India Company?,"Charter Act, 1853","Government of India Act, 1935","Government of India Act, 1858","Regulating Act, 1773",c
"Which act empowered the British East India Company to hold Indian territories in trust for the Crown, without a specified period?","Government of India Act, 1919","Charter Act, 1853","Regulating Act, 1773","Government of India Act, 1935",b
The formation of the Government of India was proposed by the British Government in which year?,1919,1935,1909,1853,c
The Government of India Act of 1935 was based on what principle?,Communal representation,Principle of diarchy,Federal and parliamentary system,Principle of indirect election,c
"Which Act ended the Company's trading monopoly in India, except for tea?","Pitt's India Act, 1784",Charter Act of 1813,"Indian Councils Act, 1861",Government of India Act 1919,b
Under which Government of India Act was provincial autonomy described?,1919,1833,1909,1935,d
The post of Governor General of India was created by which Act?,"Charter Act, 1833","Indian Councils Act, 1861","Pitt's India Act, 1784",Government of India Act 1935,a
In which year was the Montague-Chelmsford Report published?,1909,1921,1918,1892,c
"Match the following Acts with their common names:
I. Indian Councils Act, 1909   A. Montague-Chelmsford Reforms
II. Government of India Act 1919   B. Morley-Minto Reforms","I-A, II-B","I-B, II-A","I-A, II-A","I-B, II-B",b
The British India Act strengthened the Viceroy's authority over his Executive Council by establishing a 'departmental' system of functioning under which Act?,"Charter Act, 1833","Indian Councils Act, 1861","Pitt's India Act, 1784",Government of India Act 1919,b
"The Act of 1919, which arranged for 120 members, was enacted in which year?",1909,1919,1921,1935,c
Under which Act was the Board of Control established?,Government of India Act 1919,"Pitt's India Act, 1784","Charter Act, 1833","Indian Councils Act, 1861",b
Which Act made it possible for Indians to take some part in the administration of their country?,Charter Act 1833,"Pitt's India Act, 1784","Indian Councils Act, 1861",Government of India Act 1919,a
The law that created a functional Legislative Council in India for the first time was which Act?,Government of India Act 1935,"Charter Act, 1853","Indian Councils Act, 1861",Charter Act 1833,b
In which year was the practice of indirect election started in India?,1909,1833,1892,1919,c
The recommendation for holding the civil services examination simultaneously in England and India was given by which report?,Morley-Minto Reforms,Pitt's India Act,Montagu-Chelmsford Report,Charter Act of 1813,c
Which Act established the Public Service Commission for the first time in India?,Charter Act 1833,Government of India Act 1919,"Indian Councils Act, 1861","Pitt's India Act, 1784",b
What did the 1909 Act provide for?,Provincial autonomy,Principle of diarchy,Communal representation,Indirect election,c
The system of diarchy was implemented in India from which period?,1909 to 1919,1919 to 1935,1921 to 1937,1935 to 1947,c
On what principle was the Government of India Act 1935 based?,Unitary system,Federal and parliamentary system,Autocratic system,Presidential system,b
The post of Governor General of India was created by which Act and year?,"Charter Act, 1853","Charter Act, 1833","Indian Councils Act, 1861","Government of India Act, 1935",b
Which Act is also known as the Morley-Minto Reforms?,"Pitt's India Act, 1784","Charter Act, 1813","Indian Councils Act, 1909","Indian Councils Act, 1861",c
The British India Act that strengthened the Viceroy's authority by establishing a 'departmental' system was:,"Charter Act, 1833","Indian Councils Act, 1909","Indian Councils Act, 1861","Government of India Act, 1935",c
"For what purpose was the Act of 1919 (enacted in 1921) arranged, involving 120 members?",Establishing communal representation,Implementing diarchy,Amending the Indian Constitution,The Act of 1919 ( enacted in 1921 ),d
Which Charter Act made it possible for Indians to take part in the administration of their country?,Charter Act 1833,Charter Act 1813,Charter Act 1853,Pitt's India Act 1784,a
The law that created a functional Legislative Council in India for the first time was the:,"Charter Act, 1813","Charter Act, 1833","Charter Act, 1853","Indian Councils Act, 1909",c
The recommendation for holding the civil services examination simultaneously in England and India was given by:,Morley-Minto Reforms,"Pitt's India Act, 1784",Montagu-Chelmsford Report,Government of India Act 1935,c
The Act by which the Public Service Commission was established for the first time in India was:,Charter Act 1833,Government of India Act 1935,Government of India Act 1919,Indian Councils Act 1909,c
What provision was made in 1909?,Provincial autonomy,Federal system,Communal representation,Departmental system,c
The system of diarchy was implemented in India during which period?,1909 to 1919,1919 to 1935,1921 to 1937,1935 to 1947,c
Which of the following best describes the basis of the Government of India Act 1935?,Unitary system,Principle of separate electorates,Principle of a federal and parliamentary system,Direct democracy,c
"The Charter Act of which year ended the Company's trading monopoly in India, except for tea?",1853,1833,1813,1784,c
Under which Act was provincial autonomy described?,Charter Act of 1833,Government of India Act 1919,"Indian Councils Act, 1909",Government of India Act 1935,d
"Match the following Acts with their alternative names:

Column I
(A) Indian Councils Act, 1909
(B) Pitt's India Act

Column II
(1) Act of 1919
(2) Morley-Minto Reforms

","A-1, B-2","A-2, B-1","A-2, B-None","A-2, B-None",c
Which Act strengthened the Viceroy's authority over his Executive Council by establishing a 'departmental' system?,"Government of India Act, 1935","Indian Councils Act, 1861","Charter Act, 1853","Indian Councils Act, 1909",b
For how many members was the arrangement made under the Act of 1919 (enacted in 1921)?,100,150,120,180,c
Which Act made it possible for Indians to participate in the administration of their country?,Charter Act 1833,Government of India Act 1919,Indian Councils Act 1861,Pitt's India Act 1784,a
The functional Legislative Council in India was created for the first time by which law?,"Charter Act, 1833","Charter Act, 1853","Government of India Act, 1935","Indian Councils Act, 1909",b
In which year did the practice of indirect election start in India?,1909,1892,1919,1861,b
Who recommended holding the civil services examination simultaneously in England and India?,Lord Curzon,Montagu-Chelmsford Report,Lord Macaulay,Simon Commission,b
Which Act led to the establishment of the Public Service Commission for the first time in India?,Government of India Act 1935,Charter Act 1853,Government of India Act 1919,Indian Councils Act 1909,c
Which of the following statements is INCORRECT regarding the Charter Act of 1813?,It ended the Company's trading monopoly in India except for tea.,It opened trade to all British subordinate businesses.,It established the Board of Control.,It was a significant step in regulating the East India Company's rule.,c
The British Government proposed the formation of the Government of India in which year?,1935,1909,1853,1833,b
The Government of India Act 1935 was based on what principle?,Principle of communal representation,Principle of separate electorates,Principle of federal and parliamentary system,Principle of diarchy,c
The Montague-Chelmsford Report was published in which year?,1921,1918,1909,1935,b
"Match the following Acts with their alternative names:

Column I
(A) Indian Councils Act, 1909
(B) Indian Councils Act, 1861

Column II
(1) Morley-Minto Reforms
(2) Strengthened Viceroy's authority

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",a
The Board of Control was established under which Act?,Charter Act of 1813,"Pitt's India Act, 1784","Government of India Act, 1935",Charter Act 1833,b
Which law created a functional Legislative Council in India for the first time?,"Charter Act, 1833","Charter Act, 1853","Indian Councils Act , 1861",Government of India Act 1919,b
Which of the following was provided for by the Act of 1909?,Provincial Autonomy,Communal Representation,Diarchy,Federal System,b
From which year to which year was the system of diarchy implemented in India?,1919 to 1935,1921 to 1937,1909 to 1919,1935 to 1947,b
"Who described the Government of India Act, 1935 as 'A car with brakes but no engine'?",Mahatma Gandhi,Lord William Bentinck,Jawaharlal Nehru,Sir Syed Ahmed Khan,c
"The Government of India Act, 1935 was referred to as the 'Charter of Slavery' by whom?",Annie Besant,Jawaharlal Nehru,Lala Hardayal,Fazlul Haq,b
"Which incident is identified as sowing the seeds of discord during the national movement, ultimately leading to the partition of the country?",Establishment of the Theosophical Society,Introduction of English education,Reservation of separate constituencies and seats for Muslims in the Legislative Assemblies,Founding of the Ghadar Party,c
Under whose governance was English education started in India?,Lord Curzon,Lord Dalhousie,Lord William Bentinck,Lord Mountbatten,c
What aspect of the Charter Act of 1813 is considered important for India?,It introduced separate electorates for Muslims.,It led to the partition of India.,It made financial provision for the education of Indians.,It abolished the slave trade.,c
"Which Act of the Government of India approved a separate voting system for Muslims, and when was it (extended)?",1935,1909,1919,1813,c
Who was associated with the Theosophical Society in India?,Lala Hardayal,Annie Besant,Gopi Mohan Deb,Fazlul Haq,b
The Harijan Sevak Sangh was founded by whom?,Raja Rammohan Roy,Mahatma Gandhi,Sir Syed Ahmed Khan,Dr. B.R. Ambedkar,b
"Who was the first president of the 'Indian Women's Association', formed in the year 1917?",Mahatma Gandhi,Annie Besant,Raja Rammohan Roy,Fazlul Haq,b
Sir Syed Ahmed Khan founded which organization?,Dharma Sabha,Vedanta College,All India Muhammadan Educational Conference,Krishak Praja Party,c
Madras Hindu Social Reform Association was started to help whom?,Landlords,Devadasis,Students,Farmers,b
In which year was the All India Anti-Untouchability Association established?,1917 AD,1932 AD,1813 AD,1919 AD,b
Who established Dharma Sabha in Kolkata?,Raja Rammohan Roy,Gopi Mohan Deb,Ivan Ilyich,Lala Hardayal,b
Vedanta College was established by whom?,Sir Syed Ahmed Khan,Annie Besant,Raja Rammohan Roy,Fazlul Haq,c
Who is associated with the concept of 'De-schooling Society'?,Dr. B.R. Ambedkar,Ivan Ilyich,Lala Hardayal,Gopi Mohan Deb,b
In which year did Mahatma Gandhi establish the Sabarmati Ashram in Ahmedabad?,1932 AD,1919 AD,1917 AD,1813 AD,c
'Republican Party of India' was associated with which of the following?,Mahatma Gandhi,Annie Besant,Dr. B.R. Ambedkar,Lala Hardayal,c
Who was the leader of the Krishak Praja Party in Bengal?,Sir Syed Ahmed Khan,Fazlul Haq,Gopi Mohan Deb,Ivan Ilyich,b
"Which incident is considered to have sowed the seeds of discord during the national movement, ultimately leading to the partition of the country?",Establishment of the Theosophical Society,Introduction of English education,Reservation of separate constituencies and seats for Muslims in the Legislative Assemblies,Founding of the Ghadar Party,c
Under whose tenure was English education started in India?,Lord Curzon,Lord Dalhousie,Lord William Bentinck,Lord Ripon,c
The Charter Act of 1813 is considered important for India because:,It abolished the caste system,It made financial provision for the education of Indians,It introduced separate electorates,It established the Reserve Bank of India,b
The Act of the Government of India which approved a separate voting system for Muslims was:,1935 Act,1909 (Morley-Minto Reforms),1919 (Morley-Minto Reforms),1892 Act,c
"Match the following organizations with their founders:

Column I
(A) Harijan Sevak Sangh
(B) Ghadar Party
(C) Dharma Sabha
(D) Vedanta College

Column II
(1) Lala Hardayal
(2) Raja Rammohan Roy
(3) Mahatma Gandhi
(4) Gopi Mohan Deb

","A-3, B-1, C-4, D-2","A-1, B-2, C-3, D-4","A-2, B-3, C-4, D-1","A-4, B-3, C-2, D-1",a
Who established the Sabarmati Ashram in Ahmedabad?,Jawaharlal Nehru,Subhas Chandra Bose,Mahatma Gandhi,Sardar Vallabhbhai Patel,c
Who was the founder of 'Republican Party of India'?,Fazlul Haq,Lala Hardayal,Dr. B.R. Ambedkar,Gopi Mohan Deb,c
In which year was Sabarmati Ashram established?,1915 AD,1920 AD,1917 AD,1925 AD,c
"Who referred to the Government of India Act, 1935 as 'A car with brakes but no engine'?",Mahatma Gandhi,Lord William Bentinck,Jawaharlal Nehru,Fazlul Haq,c
"The Government of India Act, 1935 was termed the 'Charter of Slavery' by whom?",Annie Besant,Jawaharlal Nehru,Sir Syed Ahmed Khan,Lala Hardayal,b
The incident that sowed the seeds of discord during the national movement and ultimately led to the partition of the country was related to which of the following?,Establishment of Vedanta College,Formation of the Ghadar Party,Reservation of separate constituencies and seats for Muslims in the Legislative Assemblies,Starting of English education in India,c
Which aspect makes the Charter Act of 1813 important for India?,It approved a separate voting system for Muslims,It led to the formation of the Theosophical Society in India,It made financial provision for the education of Indians,It established the Dharma Sabha in Kolkata,c
The Act of the Government of India which approved a separate voting system for Muslims is associated with which reforms?,Morley-Minto Reforms,Lord William Bentinck reforms,Raja Rammohan Roy reforms,Annie Besant reforms,a
"Match the following organizations with their respective founders:

Column I
(A) Harijan Sevak Sangh
(B) The Ghadar Party
(C) All India Muhammadan Educational Conference
(D) Dharma Sabha

Column II
(1) Lala Hardayal
(2) Mahatma Gandhi
(3) Gopi Mohan Deb
(4) Sir Syed Ahmed Khan

Choose the correct sequence:","A-2, B-1, C-4, D-3","A-1, B-2, C-3, D-4","A-4, B-3, C-2, D-1","A-3, B-4, C-1, D-2",a
Who among the following was associated with the Theosophical Society in India?,Gopi Mohan Deb,Raja Rammohan Roy,Annie Besant,Fazlul Haq,c
"The first president of the 'Indian Women's Association', formed in the year 1917, was:",Mahatma Gandhi,Lala Hardayal,Annie Besant,Fazlul Haq,c
Which organization was founded by Sir Syed Ahmed Khan?,Madras Hindu Social Reform Association,All India Muhammadan Educational Conference,All India Anti-Untouchability Association,Krishak Praja Party,b
The All India Anti-Untouchability Association was established in which year?,1917 AD,1909 AD,1932 AD,1813 AD,c
Who established the Dharma Sabha in Kolkata?,Raja Rammohan Roy,Ivan Ilyich,Gopi Mohan Deb,B.R. Ambedkar,c
Who was associated with the 'Republican Party of India'?,Fazlul Haq,Annie Besant,Dr. B.R. Ambedkar,Lala Hardayal,c
The statement 'Charter of Slavery' was used to describe which Act?,Charter Act of 1813,"Government of India Act, 1919","Government of India Act, 1935",Morley-Minto Reforms,c
"Which of the following events is identified as sowing the seeds of discord during the national movement, ultimately leading to the country's partition?",Establishment of the Sabarmati Ashram,Theosophical Society establishment,Reservation of separate constituencies for Muslims,Start of English Education in India,c
Under whose governance was English education initiated in India?,Lord Curzon,Lord Dalhousie,Lord William Bentinck,Lord Mountbatten,c
The Charter Act of 1813 is significant to India primarily because:,It introduced separate voting systems for Muslims,It made financial provision for the education of Indians,It established the All India Anti-Untouchability Association,It led to the partition of the country,b
The Act of the Government of India which approved separate voting system for Muslims was related to which reforms?,Simon Commission,Pitt's India Act,Morley-Minto Reforms,Regulating Act,c
"Match the following:
Column I
(A) Annie Besant
(B) Mahatma Gandhi
(C) Lala Hardayal
(D) Gopi Mohan Deb

Column II
(1) Dharma Sabha
(2) Harijan Sevak Sangh
(3) Theosophical Society
(4) Ghadar Party

","A-3, B-2, C-4, D-1","A-1, B-2, C-3, D-4","A-4, B-3, C-2, D-1","A-2, B-1, C-4, D-3",a
Who was the founder of the Harijan Sevak Sangh?,Raja Rammohan Roy,Mahatma Gandhi,Sir Syed Ahmed Khan,Dr. B.R. Ambedkar,b
The Ghadar Party was founded by which of the following individuals?,Fazlul Haq,Ivan Ilyich,Lala Hardayal,Gopi Mohan Deb,c
Annie Besant held which position in the 'Indian Women's Association' formed in 1917?,General Secretary,Treasurer,First President,Vice-President,c
The Madras Hindu Social Reform Association was established to help which group?,Landlords,Devadasis,Students,Farmers,b
Vedanta College was founded by which of the following individuals?,Annie Besant,Ivan Ilyich,Mahatma Gandhi,Raja Rammohan Roy,d
The 'Republican Party of India' was associated with which leader?,Fazlul Haq,Lala Hardayal,Dr. B.R. Ambedkar,Mahatma Gandhi,c
Who was primarily responsible for the success of the Theosophical Society in India?,G.D. Birla,Maulana Shibli Numani,Annie Besant,Rasbihari Bose,c
Who was associated with 'Harijan Sevak Sangh'?,Lala Hardayal,G.D. Birla,Vinayak Damodar Savarkar,Bhagat Singh,b
The 'India Independence League' was founded by whom?,Maulana Shibli Numani,Jatindranath Mukherjee,Rasbihari Bose,Annie Besant,c
Who established 'Dar-ul-Uloom'?,Rasbihari Bose,Maulana Shibli Numani,Vinayak Damodar Savarkar,G.D. Birla,b
The Yugantar Party was led by whom?,Rasbihari Bose,Jatindranath Mukherjee,Bhagat Singh,Annie Besant,b
"Match the following organizations with their founders:

Column I
(A) Indian National Army
(B) Ghadar Party
(C) Home Rule League
(D) Naujawan Bharat Sabha

Column II
(1) Lala Hardayal and Sohan Singh Bhakna
(2) Annie Besant
(3) Rasbihari Bose and Subhash Chandra Bose
(4) Bhagat Singh","A-3, B-1, C-2, D-4","A-1, B-2, C-3, D-4","A-4, B-3, C-2, D-1","A-2, B-1, C-4, D-3",a
Which of the following statements is INCORRECT regarding the founders of organizations?,Friends Fair - Vinayak Damodar Savarkar,Sardar Ajit Singh - Bharat Mata Society,Chandrashekhar Azad - Hindustan Socialist Republican Party (Association),Bhagat Singh - Abhinav Bharat Samaj,d
"Arrange the following societies in chronological order of their establishment:
(1) Society for Translating European Sciences
(2) Indian Association for the Cultivation of Science
(3) Aligarh Scientific Society
(4) Bihar Scientific Society","1, 2, 3, 4","1, 3, 4, 2","4, 3, 2, 1","3, 4, 2, 1",b
"During whose tenure as Governor-General was the Second Anglo-Sikh War fought, resulting in the annexation of Punjab?",Lord Auckland,Lord Hastings,Lord Irwin,Lord Dalhousie,d
"Who decided to invade Afghanistan, leading to the First Anglo-Afghan War?",Lord Dalhousie,Lord Auckland,Lord Hastings,Lord Irwin,b
The Governor General during the Anglo-Nepal War was:,Lord Auckland,Lord Dalhousie,Lord Hastings,Lord Irwin,c
During whose tenure as Viceroy was the Meerut Conspiracy Case tried?,Lord Auckland,Lord Dalhousie,Lord Hastings,Lord Irwin,d
In which year was the distinction made between the commercial and political functions of the British East India Company?,1825,1876,1784,1864,c
Who led the Yugantar Party?,Bhagat Singh,Jatindranath Mukherjee,Rasbihari Bose,Vinayak Damodar Savarkar,b
Which of the following pairs concerning the Indian National Army is correct?,Lala Hardayal and Sohan Singh Bhakna,Rasbihari Bose and Subhash Chandra Bose,Annie Besant,Vinayak Damodar Savarkar,b
"Match the following organizations with their founders:

Column I
(A) Ghadar Party
(B) Home Rule League
(C) Friends Fair
(D) Naujawan Bharat Sabha

Column II
(1) Vinayak Damodar Savarkar
(2) Lala Hardayal and Sohan Singh Bhakna
(3) Annie Besant
(4) Bhagat Singh","A-2, B-3, C-1, D-4","A-3, B-2, C-4, D-1","A-1, B-4, C-2, D-3","A-4, B-1, C-3, D-2",a
The 'Dar-ul-Uloom' was established by:,G.D. Birla,Maulana Shibli Numani,Annie Besant,Lord Hastings,b
"Arrange the following organizations in chronological order of their establishment:
(A) Aligarh Scientific Society
(B) Society for Translating European Sciences
(C) Bihar Scientific Society
(D) Indian Association for the Cultivation of Science","A, B, C, D","B, A, D, C","C, D, A, B","D, C, B, A",b
During whose tenure as Governor-General was the Anglo-Nepal War fought?,Lord Auckland,Lord Irwin,Lord Dalhousie,Lord Hastings,d
The state of Punjab was annexed to British India during the tenure of which Governor-General?,Lord Irwin,Lord Auckland,Lord Dalhousie,Lord Hastings,c
Which of the following statements is INCORRECT regarding the establishment of organizations?,Aligarh Scientific Society was established in 1864.,Bihar Scientific Society was established in 1872.,Indian Association for the Cultivation of Science was established in 1876.,Society for Translating European Sciences was established in 1875.,d
The success of the Theosophical Society in India was mainly due to whom?,G.D. Birla,Maulana Shibli Numani,Annie Besant,Rasbihari Bose,c
'Harijan Sevak Sangh' was formerly known as which organization?,Indian National Army,All India Anti Untouchability League,Bharat Mata Society,Naujawan Bharat Sabha,b
Who founded the 'India Independence League'?,Maulana Shibli Numani,G.D. Birla,Rasbihari Bose,Jatindranath Mukherjee,c
